Symbol,MarketCap,Name,LastSale,IPOyear,Sector,industry,Summary Quote
ABRN,n/a,Arbor Realty Trust,25.45,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
ARC,$181.58M,"ARC Document Solutions, Inc.",3.91,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,$324.66M,Arc Logistic Partners LP,16.61,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,$26.5B,ArcelorMittal,25.99,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARH^C,n/a,Arch Capital Group Ltd.,25.62,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ARCH,$1.74B,"Arch Coal, Inc.",71.55,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,$24.35B,Archer-Daniels-Midland Company,43.29,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,$840.63M,"Archrock, Inc.",11.85,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,$11.82B,Arconic Inc.,26.79,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc
ARNC^B,n/a,Arconic Inc.,42.06,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b
ARCO,$2.04B,Arcos Dorados Holdings Inc.,9.65,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ARD,$4.89B,Ardagh Group S.A.,20.68,2017,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/ard
ASC,$258.53M,Ardmore Shipping Corporation,7.7,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,$208.96M,Ares Capital Corporation,26.12,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ACRE,$378.72M,Ares Commercial Real Estate Corporation,13.25,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,$371.77M,"Ares Dynamic Credit Allocation Fund, Inc.",16.19,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,$3.88B,Ares Management L.P.,18.25,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
ARES^A,n/a,Ares Management L.P.,26.779,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,$999.46M,"Argan, Inc.",64.3,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,$13.58B,"Arista Networks, Inc.",187.23,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,$346.18M,Arlington Asset Investment Corp,13.34,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AI^B,n/a,Arlington Asset Investment Corp,25.8,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ai^b
AIC,n/a,Arlington Asset Investment Corp,24.39,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,n/a,Arlington Asset Investment Corp,24.8163,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,$611.53M,"Armada Hoffler Properties, Inc.",13.61,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,$1.08B,"ARMOUR Residential REIT, Inc.",26.07,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,n/a,"ARMOUR Residential REIT, Inc.",25.34,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,n/a,"ARMOUR Residential REIT, Inc.",24.99,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,$408.45M,"Armstrong Flooring, Inc.",15.08,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,$2.6B,Armstrong World Industries Inc,49.1,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,$7.02B,"Arrow Electronics, Inc.",79.52,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,$10.93B,Arthur J. Gallagher & Co.,60.67,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,$2.36B,Artisan Partners Asset Management Inc.,31.25,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,$230.13M,ASA Gold and Precious Metals Limited,11.93,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,$1.22B,Asbury Automotive Group Inc,58.4,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,$307.06M,"Ashford Hospitality Prime, Inc.",9.61,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHP^B,n/a,"Ashford Hospitality Prime, Inc.",20.65,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,$627.45M,Ashford Hospitality Trust Inc,6.44,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^D,n/a,Ashford Hospitality Trust Inc,25.83,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,n/a,Ashford Hospitality Trust Inc,25.32,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,n/a,Ashford Hospitality Trust Inc,25.25,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
AHT^H,n/a,Ashford Hospitality Trust Inc,25.14,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^h
ASH,$4.01B,Ashland Global Holdings Inc.,64.22,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,$145.75M,"Asia Pacific Fund, Inc. (The)",14.09,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,$43.96M,"Asia Tigers Fund, Inc. (The)",12.6799,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,$96.97M,"Aspen Aerogels, Inc.",4.11,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,$2.48B,Aspen Insurance Holdings Limited,41.5,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^C,n/a,Aspen Insurance Holdings Limited,28.058,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,n/a,Aspen Insurance Holdings Limited,25.09,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,$3.56B,Associated Banc-Corp,23.55,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^C,n/a,Associated Banc-Corp,26.7692,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,n/a,Associated Banc-Corp,25.5497,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,$823.31M,"Associated Capital Group, Inc.",34.5,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,$5.04B,"Assurant, Inc.",93.6,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,$4.92B,Assured Guaranty Ltd.,41.33,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,n/a,Assured Guaranty Ltd.,26.073,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,n/a,Assured Guaranty Ltd.,25.763,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,n/a,Assured Guaranty Ltd.,25.45,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,$2.09B,Astoria Financial Corporation,20.55,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,n/a,Astoria Financial Corporation,25.7843,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,$83.07B,Astrazeneca PLC,32.81,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,$1.36B,At Home Group Inc.,22.59,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home
T,$234.67B,AT&T Inc.,38.22,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,$886.91M,Atento S.A.,12,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATH,$10.78B,Athene Holding Ltd.,53.87,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath
ATKR,$1.18B,Atkore International Group Inc.,18.42,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,$282.44M,Atlantic Power Corporation,2.45,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,$8.97B,Atmos Energy Corporation,84.55,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,$647.69M,"Atwood Oceanics, Inc.",8.05,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,$3.99B,AU Optronics Corp,4.15,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,$7.27B,Autohome Inc.,63.09,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,$10.81B,"Autoliv, Inc.",124.43,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,$4.46B,"AutoNation, Inc.",46.94,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,$15.51B,"AutoZone, Inc.",553.49,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,$24.83B,"AvalonBay Communities, Inc.",179.81,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,$14.39B,"Avangrid, Inc.",46.56,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,$188.66M,Avenue Income Credit Strategies Fund,14.43,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,$8.73B,Avery Dennison Corporation,98.82,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,$978.29M,Avianca Holdings S.A.,7.85,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,$3.3B,Avista Corporation,51.3,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AVT,$4.76B,"Avnet, Inc.",38.65,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,$1.06B,"Avon Products, Inc.",2.42,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,$2.94B,AVX Corporation,17.47,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,$7.11B,Axalta Coating Systems Ltd.,29.23,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,$4.78B,Axis Capital Holdings Limited,57.53,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^D,n/a,Axis Capital Holdings Limited,25.36,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,n/a,Axis Capital Holdings Limited,25.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AZUL,$8.95B,Azul S.A.,28.89,2017,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/azul
AZRE,$404.48M,Azure Power Global Limited,15.6073,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,$1.3B,AZZ Inc.,50.15,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,$1.98B,"B&G Foods, Inc.",29.85,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,$148.63M,Babcock,3.44,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,$407.17M,Babson Global Short Duration High Yield Fund,20.3,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,$1.38B,"Badger Meter, Inc.",47.35,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHGE,$41.89B,"Baker Hughes, a GE company",36.58,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhge
BBN,$1.35B,BalckRock Taxable Municipal Bond Trust,23.55,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,$14.35B,Ball Corporation,40.8,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BANC,$987.24M,"Banc of California, Inc.",19.6,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,n/a,"Banc of California, Inc.",26.2612,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,n/a,"Banc of California, Inc.",26.34,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,n/a,"Banc of California, Inc.",27,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,$59.81B,Banco Bilbao Viscaya Argentaria S.A.,8.97,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,$69.61B,Banco Bradesco Sa,11.44,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,$67.85B,Banco Bradesco Sa,11.15,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,$15.44B,Banco De Chile,92.43,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,$1.14B,"Banco Latinoamericano de Comercio Exterior, S.A.",29.03,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,$67B,Banco Santander Brasil SA,8.93,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,$14.24B,Banco Santander Chile,30.22,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,$108.92B,"Banco Santander, S.A.",6.79,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,n/a,"Banco Santander, S.A.",26.18,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,n/a,"Banco Santander, S.A.",24.22,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,n/a,"Banco Santander, S.A.",26.109,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,n/a,"Banco Santander, S.A.",26.0676,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,$11.18B,BanColombia S.A.,46.48,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,$2.78B,"BancorpSouth, Inc.",30.5,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,$265.45B,Bank of America Corporation,25.16,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,n/a,Bank of America Corporation,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,n/a,Bank of America Corporation,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,n/a,Bank of America Corporation,26.69,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,n/a,Bank of America Corporation,26.85,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,n/a,Bank of America Corporation,25.667,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,n/a,Bank of America Corporation,24.62,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,n/a,Bank of America Corporation,25.9341,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,n/a,Bank of America Corporation,1306.41,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,n/a,Bank of America Corporation,27.06,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,n/a,Bank of America Corporation,27.2,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,n/a,Bank of America Corporation,22.398,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,n/a,Bank of America Corporation,22.31,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,n/a,Bank of America Corporation,25.9,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,n/a,Bank of America Corporation,23.85,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,n/a,Bank of America Corporation,23.5707,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,$3.47B,Bank of Hawaii Corporation,81.5,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,$48.77B,Bank Of Montreal,75.18,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,$1.97B,Bank of N.T. Butterfield & Son Limited (The),36.12,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,$54.16B,Bank Of New York Mellon Corporation (The),52.42,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,n/a,Bank Of New York Mellon Corporation (The),25.41,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,$77.06B,Bank of Nova Scotia (The),64.31,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,$1.25B,"Bankrate, Inc.",13.9,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,$3.64B,"BankUnited, Inc.",34.05,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,$43.99B,Barclays PLC,10.33,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^D,n/a,Barclays PLC,26.85,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,$312.33M,Barings Corporate Investors,15.7201,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,$151.86M,Barings Participation Investors,14.57,1988,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/mpv
BNED,$283.29M,"Barnes & Noble Education, Inc",6.09,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,$508.4M,"Barnes & Noble, Inc.",7,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,$3.69B,"Barnes Group, Inc.",68.61,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,$1.28B,"Barracuda Networks, Inc.",24.17,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,$19.04B,Barrick Gold Corporation,16.33,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,$457.56M,"Basic Energy Services, Inc.",17.58,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,$34.53B,Baxter International Inc.,63.38,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,$683.88M,Baytex Energy Corp,2.92,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,$36.56B,BB&T Corporation,45.24,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,n/a,BB&T Corporation,25.36,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,n/a,BB&T Corporation,25.23,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,n/a,BB&T Corporation,25.21,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,n/a,BB&T Corporation,25.37,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,n/a,BB&T Corporation,26.46,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,$3.59B,BBVA Banco Frances S.A.,19.63,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,$749.35M,BBX Capital Corporation,7.37,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/bbx
BCE,$42.99B,"BCE, Inc.",47.75,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,$586.22M,"Beazer Homes USA, Inc.",17.48,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,$43.59B,"Becton, Dickinson and Company",191.56,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDXA,n/a,"Becton, Dickinson and Company",54.24,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdxa
BDC,$3.35B,Belden Inc,79.1,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,n/a,Belden Inc,108.2,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,$150.11M,Bellatrix Exploration Ltd,3.04,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,$1.55B,Belmond Ltd.,12.9,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,$4.35B,"Bemis Company, Inc.",47.94,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,$1.66B,"Benchmark Electronics, Inc.",33.35,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,n/a,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,n/a,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,$1.44B,"Berkshire Hills Bancorp, Inc.",35.65,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BERY,$7.29B,"Berry Global Group, Inc.",55.91,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BBY,$16.14B,"Best Buy Co., Inc.",53.95,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BSTI,$4.11B,BEST Inc.,10.89,2017,n/a,n/a,http://www.nasdaq.com/symbol/bsti
BGCA,n/a,"BGC Partners, Inc.",26.19,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,$110.97B,BHP Billiton Limited,41.7,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,$96.86B,BHP Billiton plc,36.39,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,$2.09B,"Big Lots, Inc.",49.3,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,$632.69M,Biglari Holdings Inc.,306,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,$311.22M,Bill Barrett Corporation,4.08,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,$26.53M,BioAmber Inc.,0.51,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BHVN,$1.32B,Biohaven Pharmaceutical Holding Company Ltd.,36.79,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bhvn
BIO,$6.84B,"Bio-Rad Laboratories, Inc.",230.89,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,n/a,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,$3.21B,Bitauto Holdings Limited,45.4,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,$3.68B,Black Hills Corporation,68.73,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,n/a,Black Hills Corporation,74.98,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,$6.67B,"Black Knight Financial Services, Inc.",43.45,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BKI$,n/a,"Black Knight, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bki$
BSM,$3.37B,"Black Stone Minerals, L.P.",17.2,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BGIO,$209.97M,BlackRock 2022 Global Income Opportunity Trust,9.99,2017,n/a,n/a,http://www.nasdaq.com/symbol/bgio
BJZ,$96.69M,Blackrock California Municipal 2018 Term Trust,15.03,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,$464.83M,BlackRock California Municipal Income Trust,14.57,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,$678.59M,Blackrock Capital and Income Strategies Fund Inc,15.38,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
